DATABASE_ID,GENERIC_NAME,SMILES,CID
LMWDB003634,SCHEMBL20181607,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)OC3=CC=CC=C3,134535490
LMWDB003635,SCHEMBL20181608,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)OC(C)(C)C(F)(F)F,134535491
LMWDB003636,SCHEMBL20181622,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)OCC,134535503
LMWDB003637,SCHEMBL20193862,CCCCCC1=CC2=C(C=CC(O2)(C)CCCC#CC)C(=C1C(=O)O)O,134546500
LMWDB003638,SCHEMBL20199873,CC1=CC(=C(C(=C1)O)C(=O)C2=C(C(=CC3=C2CCC(O3)(C)C)O)C=O)O,134552041
LMWDB003639,PC(10:0/14:0),[H][C@@](COC(=O)CCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,134721895
LMWDB003640,PC(10:0/12:0),[H][C@@](COC(=O)CCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC,134727546
LMWDB003641,PA(10:0/16:0),[H][C@@](COC(=O)CCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCC,134752755
LMWDB003642,PA(10:0/12:0),[H][C@@](COC(=O)CCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCC,134756009
LMWDB003643,PA(10:0/15:0),[H][C@@](COC(=O)CCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCC,134760103
LMWDB003644,PA(10:0/14:0),[H][C@@](COC(=O)CCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCC,134778806
LMWDB003645,"6,8-dimethoxy-4,5-dimethyl-3-methyleneisochroman-1-one",CC1C(=C)OC(=O)C2=C(C=C(C(=C12)C)OC)OC,134814416
LMWDB003646,"(6aR,12aR,12bS)-11-hydroxy-4,4,6a,9,12b-pentamethyl-1,2,3,4a,5,6,12,12a-octahydrobenzo[a]xanthene-10-carboxylic acid",CC1=CC2=C(CC3C4(CCCC(C4CCC3(O2)C)(C)C)C)C(=C1C(=O)O)O,134832382
LMWDB003647,"(2R)-2-[(3E)-4,8-dimethylnona-3,7-dienyl]-5-hydroxy-2,7-dimethylchromene-6-carbaldehyde",CC1=CC2=C(C=CC(O2)(C)CCC=C(C)CCC=C(C)C)C(=C1C=O)O,134843829
LMWDB003648,"9-hydroxy-1,5-dimethyl-5-(4-methylpent-3-enyl)-6,15-dioxatetracyclo[9.3.1.04,13.07,12]pentadeca-7,9,11-triene-8-carbaldehyde",CC(=CCCC1(C2CCC3(CC2C4=C(O3)C=C(C(=C4O1)C=O)O)C)C)C,134866916
LMWDB003649,"(E)-3-(7-hydroxy-2,2-dimethyl-4-oxo-3H-chromen-6-yl)prop-2-enoic acid",CC1(CC(=O)C2=C(O1)C=C(C(=C2)C=CC(=O)O)O)C,134868016
LMWDB003650,"6-hydroxy-1,3-dimethoxy-8-methylxanthen-9-one",CC1=CC(=CC2=C1C(=O)C3=C(O2)C=C(C=C3OC)OC)O,134910989
LMWDB003651,"3-ethyl-10-hydroxy-7,9-dimethoxybenzo[g]isochromen-1-one",CCC1=CC2=C(C(=C3C(=C2)C=C(C=C3OC)OC)O)C(=O)O1,134911407
LMWDB003652,"dimethyl 4-hydroxy-2-methoxy-6-propylbenzene-1,3-dicarboxylate",CCCC1=CC(=C(C(=C1C(=O)OC)OC)C(=O)OC)O,134930149
LMWDB003653,"dimethyl 4-ethyl-6-hydroxy-2-methoxybenzene-1,3-dicarboxylate",CCC1=CC(=C(C(=C1C(=O)OC)OC)C(=O)OC)O,134930153
LMWDB003654,"dimethyl 4-hydroxy-2-methoxy-6-(oxan-4-yloxymethyl)benzene-1,3-dicarboxylate",COC1=C(C(=CC(=C1C(=O)OC)O)COC2CCOCC2)C(=O)OC,134930229
LMWDB003655,"8-[(2E)-9-[(2S)-3,3-dimethyloxiran-2-yl]-3,7-dimethylnona-2,6-dienyl]-7-hydroxy-2,2,5-trimethyl-1,3-benzodioxin-4-one",CC1=CC(=C(C2=C1C(=O)OC(O2)(C)C)CC=C(C)CCC=C(C)CCC3C(O3)(C)C)O,134951647
LMWDB003656,"ethyl (3S,4aR,6aR,12aR,12bS)-3,11-dihydroxy-4,4,6a,9,12b-pentamethyl-1,2,3,4a,5,6,12,12a-octahydrobenzo[a]xanthene-10-carboxylate",CCOC(=O)C1=C(C2=C(C=C1C)OC3(CCC4C(C(CCC4(C3C2)C)O)(C)C)C)O,134951687
LMWDB003657,"3-(3,7-dimethyloct-6-enyl)-2-hydroxy-4-methoxy-6-(2-phenylethyl)benzoic acid",CC(CCC=C(C)C)CCC1=C(C=C(C(=C1O)C(=O)O)CCC2=CC=CC=C2)OC,134970621
LMWDB003658,Communesin A,[H]C1(OC1(C)C)[C@@]1([H])N2CC[C@]34C5=C1C=CC=C5N(C)[C@@]3([H])NC1=CC=CC=C1[C@]41CCN(C(C)=O)[C@]21[H],135011754
LMWDB003659,"(3S,3'R,4'R,5R,7S)-4'-ethenyl-11-hydroxy-3'-methyl-7-pentylspiro[2,6-dioxatricyclo[7.3.1.05,13]trideca-1(13),9,11-triene-3,2'-oxolane]-12-carboxylic acid",CCCCCC1CC2=CC(=C(C3=C2C(O1)CC4(O3)C(C(CO4)C=C)C)C(=O)O)O,135016238
LMWDB003660,"(2R,3R)-2,3,7-trihydroxy-9-methoxy-4a-methyl-3,4-dihydro-2H-benzo[c]chromen-6-one",CC12CC(C(C=C1C3=C(C(=CC(=C3)OC)O)C(=O)O2)O)O,135020492
LMWDB003661,"3,7,9-trihydroxy-1-methoxybenzo[c]chromen-6-one",COC1=CC(=CC2=C1C3=C(C(=CC(=C3)O)O)C(=O)O2)O,135022001
LMWDB003662,psiAbeta,[H]\C(CCCCCCCC)=C(/[H])[C@]([H])(O)CC[C@]1([H])CCCC(=O)O1,135024042
LMWDB003663,"(2R,4aR,10bR)-2,5,5-trimethyl-9-nitro-3,4,4a,10b-tetrahydro-2H-pyrano[3,2-c]chromene",CC1CCC2C(O1)C3=C(C=CC(=C3)[N+](=O)[O-])OC2(C)C,135027830
LMWDB003664,"(1S,9S,14S)-3-hydroxy-5,9,13-trimethyl-13-(4-methylpent-3-enyl)-8-oxatetracyclo[7.4.1.02,7.012,14]tetradeca-2(7),3,5-triene-4-carboxylic acid",CC1=CC2=C(C3C4C(C3(C)CCC=C(C)C)CCC4(O2)C)C(=C1C(=O)O)O,135032734
LMWDB003665,"methyl (1S,9S,14S)-3-hydroxy-5,9,13-trimethyl-13-(4-methylpent-3-enyl)-8-oxatetracyclo[7.4.1.02,7.012,14]tetradeca-2(7),3,5-triene-4-carboxylate",CC1=CC2=C(C3C4C(C3(C)CCC=C(C)C)CCC4(O2)C)C(=C1C(=O)OC)O,135033310
LMWDB003666,"(2R)-2,5,6,8-tetrahydroxy-2-methyl-3H-benzo[g]chromen-4-one",CC1(CC(=O)C2=C(C3=C(C=C(C=C3C=C2O1)O)O)O)O,135034099
LMWDB003667,"methyl 4-(2,7-dihydroxy-5-methyl-4-oxo-3H-chromen-2-yl)-3-oxobutanoate",CC1=CC(=CC2=C1C(=O)CC(O2)(CC(=O)CC(=O)OC)O)O,135053124
LMWDB003668,"methyl (3S,3'S,4'S,5S,7R)-11-hydroxy-4'-(2-hydroxyethyl)-3'-methyl-7-pentylspiro[2,6-dioxatricyclo[7.3.1.05,13]trideca-1(13),9,11-triene-3,2'-oxolane]-12-carboxylate",CCCCCC1CC2=CC(=C(C3=C2C(O1)CC4(O3)C(C(CO4)CCO)C)C(=O)OC)O,135054926
LMWDB003669,"(3s,4s)-3,8-dihydroxy-6-methoxy-3,4,5-trimethylisochroman-1-one",CC1C2=C(C(=CC(=C2C)OC)O)C(=O)OC1(C)O,135122007
LMWDB003670,SCHEMBL20288026,CCCCCC1=CC(=C2C3C=C(CCC3(C(OC2=C1)(C)C)N)C)N=O,135141056
LMWDB003671,SCHEMBL20288183,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)N=O,135141192
LMWDB003672,SCHEMBL20383867,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)OCCC,135226527
LMWDB003673,SCHEMBL20383868,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)OC(C)F,135226528
LMWDB003674,SCHEMBL20383869,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)OC(F)F,135226529
LMWDB003675,SCHEMBL20383870,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)OC(C)(CF)CF,135226530
LMWDB003676,SCHEMBL20383871,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)OC(CF)F,135226531
LMWDB003677,SCHEMBL20383873,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)OCF,135226533
LMWDB003678,SCHEMBL20383874,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)OCCOCCOCC#C,135226534
LMWDB003679,SCHEMBL20383875,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)OCCF,135226535
LMWDB003680,SCHEMBL20383878,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)OC(C)(C)CF,135226538
LMWDB003681,SCHEMBL20383879,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)OC(C)(C)C(F)F,135226539
LMWDB003682,SCHEMBL20383916,CCCCCC1=CC2=C(C3CC(CCC3C(O2)(C)C)(C)O)C(=C1C(=O)O)O,135226576
LMWDB003683,SCHEMBL20388792,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)OCCOCC,135230955
LMWDB003684,SCHEMBL20404037,CCCCCC1=CC(=C(C(=C1C(=O)OCC=C(C)CCC=C(C)C)O)C2CCCC(=C2)C)O,135244473
LMWDB003685,SCHEMBL20404083,CCCCCC1=CC(=C(C(=C1C(=O)OC)O)C2CCCC(=C2)C)O,135244511
LMWDB003686,Entecavir,C=C1C(CC(C1CO)O)N2C=NC3=C2N=C(NC3=O)N,135398508
LMWDB003687,acyclovir,C1=NC2=C(N1COCCO)N=C(NC2=O)N,135398513
LMWDB003688,H2-6-Hydroxymethylpterin,NC1=NC2=C(N=C(COP(O)(=O)OP(O)(O)=O)CN2)C(=O)N1,135398612
LMWDB003689,Sapropterin,CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O,135398654
LMWDB003690,folic acid,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,135398658
LMWDB003691,Tetrahydromethanopterin,[H][C@](O)(COC1([H])OC([H])(COP(O)(=O)O[C@@]([H])(CCC(O)=O)C(O)=O)C([H])(O)C1([H])O)[C@]([H])(O)[C@]([H])(O)CC1=CC=C(N[C@]([H])(C)[C@]2([H])NC3=C(NC(=N)N=C3O)N[C@@]2([H])C)C=C1,135398665
LMWDB003692,clozapine,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,135398737
LMWDB003693,dacarbazine,CN(C)N=NC1=C(NC=N1)C(=O)N,135398738
LMWDB003694,didanosine,C1CC(OC1CO)N2C=NC3=C2N=CNC3=O,135398739
LMWDB003695,ganciclovir,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,135398740
LMWDB003696,valacyclovir,CC(C)C(C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N,135398742
LMWDB003697,olanzapine,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,135398745
LMWDB003698,penciclovir,C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N,135398748
LMWDB003699,Vardenafil,CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C,135400189
LMWDB003700,allopurinol,C1=NNC2=C1C(=O)NC=N2,135401907
LMWDB003701,anagrelide,C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3,135409400
LMWDB003702,Tegaserod,CCCCCN=C(N)NN=CC1=CNC2=C1C=C(C=C2)OC,135409453
LMWDB003703,Pemetrexed,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)NC(CCC(=O)O)C(=O)O,135410875
LMWDB003704,Aprepitant,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F,135413536
LMWDB003705,Fosaprepitant,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NN(C(=O)N3)P(=O)(O)O)C4=CC=C(C=C4)F,135413538
LMWDB003706,Azilsartan,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NOC(=O)N5)C(=O)O,135415867
LMWDB003707,Nintedanib,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O,135423438
LMWDB003708,2-Acetylamino-4-hydroxy-6-formylpteridine,CC(=O)NC1=NC2=NC=C(N=C2C(=O)N1)C=O,135447887
LMWDB003709,Eltrombopag,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C,135449332
LMWDB003710,Futalosine,O[C@@H]1[C@@H](CCC(=O)C2=CC(=CC=C2)C(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CNC2=O,135464322
LMWDB003711,2'-amino-2'-deoxyguanosine,N[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1N1C=NC2=C1N=C(N)NC2=O,135491415
LMWDB003712,Stealthin B,OC1=CC(C=O)=CC2=C1C1=C(C2=N)C(O)=C2C(O)=CC=CC2=C1O,135511923
LMWDB003713,Chrysogine,[H][C@@](C)(O)C1=NC2=CC=CC=C2C(O)=N1,135542475
LMWDB003714,(2S)-2-(tert-butylamino)-1-(3-chlorophenyl)propan-1-one,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C.CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,135565080
LMWDB003715,Norbikaverin,COC1=CC2=C(C(C)=C1)C(=O)C1=C(O2)C(=O)C2=C(C(O)=CC(O)=C2O)C1=O,135565101
LMWDB003716,"(2S)-2-chloro-2-(difluoromethoxy)-1,1,1-trifluoroethane",C(C(F)(F)F)(OC(F)F)Cl.C(C(F)(F)F)(OC(F)F)Cl,135565104
LMWDB003717,"2-[4,7-bis(carboxylatomethyl)-10-[(2S)-2-hydroxypropyl]-1,4,7,10-tetrazacyclododec-1-yl]acetate;gadolinium(3+)",CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3].[Gd+3],135565111
LMWDB003718,Copanlisib,COC1=C(C=CC2=C3NCCN3C(=NC(=O)C4=CN=C(N=C4)N)N=C21)OCCCN5CCOCC5,135565596
LMWDB003719,"2-[4,10-bis(carboxylatomethyl)-7-[(2S,3R)-1,3,4-trihydroxybutan-2-yl]-1,4,7,10-tetrazacyclododec-1-yl]acetate;2-[4,10-bis(carboxylatomethyl)-7-[(2S,3S)-1,3,4-trihydroxybutan-2-yl]-1,4,7,10-tetrazacyclododec-1-yl]acetate;gadolinium(3+)",C1CN(CCN(CCN(CCN1CC(=O)[O-])CC(=O)[O-])C(CO)C(CO)O)CC(=O)[O-].C1CN(CCN(CCN(CCN1CC(=O)[O-])CC(=O)[O-])C(CO)C(CO)O)CC(=O)[O-].[Gd+3].[Gd+3],135565625
LMWDB003720,(2S)-N-(2-methylphenyl)-2-(propylamino)propanamide,CCCNC(C)C(=O)NC1=CC=CC=C1C.CCCNC(C)C(=O)NC1=CC=CC=C1C,135565686
LMWDB003721,"(6S)-6-(dimethylamino)-4,4-diphenylheptan-3-one",CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2.CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,135565734
LMWDB003722,4-[(2S)-2-aminopropyl]phenol,CC(CC1=CC=C(C=C1)O)N.CC(CC1=CC=C(C=C1)O)N,135565754
LMWDB003723,Haematopodin B,[H][C@@]12CC3=CNC4=C3C(=CC(=N)C4=O)N1CCCO2,135693512
LMWDB003724,3-methoxy-2-[[3-methoxy-5-(1H-pyrrol-2-yl)-1H-pyrrol-2-yl]methylidene]-5-(1H-pyrrol-2-yl)pyrrole,COC1=CC(=NC1=CC1=C(OC)C=C(N1)C1=CC=CN1)C1=CC=CN1,135846969
LMWDB003725,R(+)-2-(heptan-3-yl)quinazolin-4(3H)-one,[H][C@@](CC)(CCCC)C1=NC2=CC=CC=C2C(O)=N1,136015291
LMWDB003726,SCHEMBL10994049,CCCCCC1=CC(=C2C(=NCN(C)C)CC(OC2=C1)(C)C)O,136109391
LMWDB003727,Farinamycin,[H][C@@]1(O)C(=N)C(C(O)=N)=C(O)[C@]([H])(NC2=C(O)C=CC(=C2)C2=NC3=C(C=CC=C3O)C(O)=N2)[C@@]1([H])O,136126569
LMWDB003728,Herqueiazole,[H][C@@]1(C)OC2=C3C(C)=CC(O)=C4C5=C(NC(C)=C5)C(=O)C(C(=O)[C@]2(O)C1(C)C)=C34,136218793
LMWDB003729,Herqueioxazole,[H][C@@]1(C)OC2=C3C(C)=CC(O)=C4C5=C(N=C(C)O5)C(=O)C(C(=O)[C@]2(O)C1(C)C)=C34,136218794
LMWDB003730,Aeruginaldehyde,OC1=CC=CC=C1C1=NC(C=O)=CS1,136259032
LMWDB003731,PP-V,[H]\C(=C(/[H])C1=NC=C2C(C=C3C(=C(O)CCCCCCC)C(=O)O[C@@]3(C)C2=O)=C1)C(O)=O,136717526
LMWDB003732,Fumiquinone A,COC1=C(O)C(=O)C(C)=C(CCOC(C)=O)C1=O,136773314
LMWDB003733,Vulnibactin,CC1OC(=NC1C(O)=NCCCN(CCCN=C(O)C1=C(O)C(O)=CC=C1)C(=O)C1N=C(OC1C)C1=CC=CC=C1O)C1=CC=CC=C1O,136845272
LMWDB003734,"3,7-dihydroxy-9-methoxy-2-methyl-6hbenzo[c]chromen-6-one",CC1=CC2=C(C=C1O)OC(=O)C3=C2C=C(C=C3O)OC,137331686
LMWDB003735,MG(18:1(11Z/0:0)/0:0/0:0),[H]\C(CCCCCC)=C(/[H])CCCCCCCCCC(=O)OC[C@]([H])(O)CO,137349768
LMWDB003736,SCHEMBL20718935,CC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)C)O)C,137477539
LMWDB003737,SCHEMBL20764192,CCCC1=CC2=C(C3C=C(CCC3C(O2)(C)C)C(=O)O)C(=C1C(=O)O)O,137518422
LMWDB003738,SCHEMBL20764194,CCCCCC1=CC2=C(C3C=C(CCC3C(O2)(C)C)C(=O)O)C(=C1C(=O)O)O,137518424
LMWDB003739,SCHEMBL20764363,CCCC1=CC2=C(C3C4C(C3(C)C)CCC4(O2)C)C(=C1C(=O)O)O,137518574
LMWDB003740,SCHEMBL20764364,CCCCCC1=CC2=C(C3C(C(O2)C)C(C3(C)C)CC)C(=C1C(=O)O)O,137518575
LMWDB003741,SCHEMBL20764369,CCCCCC1=CC2=C(C3C=C(CCC3C(O2)(C)C)CO)C(=C1C(=O)O)O,137518580
LMWDB003742,SCHEMBL20764370,CCCC1=CC2=C(C3C=C(CCC3C(O2)(C)C)CO)C(=C1C(=O)O)O,137518581
LMWDB003743,"2-[(2R)-butan-2-yl]-4-[4-[4-[4-[[(2R,4S)-2-(2,4-dichlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]phenyl]-1,2,4-triazol-3-one;2-[(2S)-butan-2-yl]-4-[4-[4-[4-[[(2R,4S)-2-(2,4-dichlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]phenyl]-1,2,4-triazol-3-one",CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl.CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,137528216
LMWDB003744,CHEMBL4071698,CCCC1=CC(=CC(=C1)OC(=O)C2=C(C=C(C=C2O)O)CCC)O,137638114
LMWDB003745,CHEMBL4070132,CC1(CC(=O)C2=C(C3=C(C=C(C=C3C=C2O1)OC)OC)O)C,137639214
LMWDB003746,CHEMBL4073505,CC1=CC(=CC(=C1C(=O)O)OC2=CC(=C(C(=C2)C)C(=O)OC)O)O,137640666
LMWDB003747,Lyso-PI(10:0/0:0),CCCCCCCCCC(=O)OCC(O)COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O,138196892
LMWDB003748,Lyso-PI(18:1(9Z)/0:0),CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O,138270730
LMWDB003749,Lyso-PI(16:1(9Z)/0:0),CCCCCC\C=C/CCCCCCCC(=O)OCC(O)COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O,138282068
LMWDB003750,LPA(15:1(9Z)/0:0),CCCCC\C=C/CCCCCCCC(=O)OCC(O)COP(O)(O)=O,138289423
LMWDB003751,SCHEMBL20801127,CCCC1=CC(=C(C(=C1C(=O)OC)O)C2C=C(CCC2C(=C)C)C)O,138457044
LMWDB003752,SCHEMBL20801142,CCCCCCOC(=O)C1=C(C(=C(C=C1CCC)O)C2=CC(CCC2C(=C)C)C)O,138457058
LMWDB003753,SCHEMBL20801147,CCCC1=CC(=C(C(=C1C(=O)OC)O)C2=CC(CCC2C(=C)C)C)O,138457063
LMWDB003754,SCHEMBL20801151,CCCCCCOC(=O)C1=C(C(=C(C=C1CCC)O)C2=CC(CCC2C(=C)C)C)O,138457067
LMWDB003755,SCHEMBL20860453,CCCCCC1=CC(=C(C(=C1C(=O)OC)O)C2CCCC(=C2)C)O,138509336
LMWDB003756,SCHEMBL20906089,CCCC1=CC2=C(C3C(CCC(C3O2)C)C)C(=C1C(=O)O)O,138550640
LMWDB003757,SCHEMBL20911331,CCCCCC1=CC(=C2CCC(OC2=C1C(=O)O)(C)CCC=C(C)C)O,138555107
LMWDB003758,SCHEMBL20911579,CCCC1=CC(=C2CCC(OC2=C1C(=O)O)(C)CCC=C(C)C)O,138555335
LMWDB003759,SCHEMBL20912955,CC1=CC(=C(C(=C1C(=O)OC)OC(=O)C)C)O,138556467
LMWDB003760,SCHEMBL21003490,CCCCCC1=CC(=C(C(=C1C(=O)O)OCC)C=CCCCC=C(C)C)O,138636252
LMWDB003761,SCHEMBL21119440,CCCC1=CC2=C(C3C=C(CCC3C(O2)(C)C)C)C(=C1C(=O)O)O,138738889
LMWDB003762,CHEBI:144104,CC1=CC(=C2C(=C1)OC3=C(C2=O)C(=CC(=C3)O)C)O,138756176
LMWDB003763,"(6aR,12bS)-11-hydroxy-4,4,6a,9,12b-pentamethyl-1,2,3,4a,5,6,12,12a-octahydrobenzo[a]xanthene-10-carboxylic acid",CC1=CC2=C(CC3C4(CCCC(C4CCC3(O2)C)(C)C)C)C(=C1C(=O)O)O,138970032
LMWDB003764,"(2S)-2-[(E)-4,7-dimethyl-6-oxooct-3-enyl]-5-hydroxy-2,7-dimethylchromene-6-carboxylic acid",CC1=CC2=C(C=CC(O2)(C)CCC=C(C)CC(=O)C(C)C)C(=C1C(=O)O)O,138970085
LMWDB003765,"(3S,6aR,12bS)-3-acetyloxy-11-hydroxy-4,4,6a,9,12b-pentamethyl-1,2,3,4a,5,6,12,12a-octahydrobenzo[a]xanthene-10-carboxylic acid",CC1=CC2=C(CC3C4(CCC(C(C4CCC3(O2)C)(C)C)OC(=O)C)C)C(=C1C(=O)O)O,138970184
LMWDB003766,"ethyl (1R,9S,12R,14S)-3-hydroxy-5,9,13,13-tetramethyl-8-oxatetracyclo[7.4.1.02,7.012,14]tetradeca-2(7),3,5-triene-4-carboxylate",CCOC(=O)C1=C(C2=C(C=C1C)OC3(CCC4C3C2C4(C)C)C)O,138973075
LMWDB003767,"(2R,3R)-6-acetyl-5-hydroxy-2',3,5',8-tetramethylspiro[3,4-dihydrochromene-2,3'-cyclohexane]-1'-one",CC1CC(=O)C(C2(C1)C(CC3=C(O2)C(=CC(=C3O)C(=O)C)C)C)C,138975698
LMWDB003768,"5-ethyl-7-hydroxy-2,2-dimethyl-1,3-benzodioxin-4-one",CCC1=C2C(=CC(=C1)O)OC(OC2=O)(C)C,138977686
LMWDB003769,Neosartoricin,[H][C@@]1(OC(C)=O)C(=O)C2=C(C[C@@]1(O)CC(O)=CC(C)=O)C(CC=C(C)C)=C1C=C(O)C=C(O)C1=C2O,139031680
LMWDB003770,3-Ethoxycarbonyl-2-hydroxy-6-methoxy-4-methylbenzoic acid,CCOC(=O)C1=C(C(=C(C=C1C)OC)C(=O)O)O,139083720
LMWDB003771,"(6-acetyl-4,7-dimethyl-2-oxochromen-5-yl) acetate",CC1=CC2=C(C(=CC(=O)O2)C)C(=C1C(=O)C)OC(=O)C,139225476
LMWDB003772,"methyl (2S)-2-(4,8-dimethylnona-3,7-dienyl)-5-hydroxy-2,7-dimethylchromene-6-carboxylate",CC1=CC2=C(C=CC(O2)(C)CCC=C(C)CCC=C(C)C)C(=C1C(=O)OC)O,139248520
LMWDB003773,"methyl (4aR,6aS,12bR)-11-hydroxy-4,4,6a,9,12b-pentamethyl-1,2,3,4a,5,6-hexahydrobenzo[a]xanthene-10-carboxylate",CC1=CC2=C(C=C3C4(CCCC(C4CCC3(O2)C)(C)C)C)C(=C1C(=O)OC)O,139248521
LMWDB003774,"(4aR,6aS,12bR)-11-hydroxy-4,4,6a,9,12b-pentamethyl-1,2,3,4a,5,6-hexahydrobenzo[a]xanthene-10-carboxylic acid",CC1=CC2=C(C=C3C4(CCCC(C4CCC3(O2)C)(C)C)C)C(=C1C(=O)O)O,139248522
LMWDB003775,"methyl 2-hydroxy-3,6-dimethyl-4-(prop-2-yn-1-yloxy)benzoate",CC1=CC(=C(C(=C1C(=O)OC)O)C)OCC#C,139266964
LMWDB003776,"methyl 4-(2-bromoethoxy)-2-hydroxy-3,6-dimethylbenzoate",CC1=CC(=C(C(=C1C(=O)OC)O)C)OCCBr,139266972
LMWDB003777,methyl 3-formyl-2-hydroxy-6-methyl-4-((3-methylbut-2-en-1-yl)oxy)benzoate,CC1=CC(=C(C(=C1C(=O)OC)O)C=O)OCC=C(C)C,139267047
LMWDB003778,methyl 3-acetyl-5-hydroxy-7-methyl-2-oxo-2h-chromene-6-carboxylate,CC1=CC2=C(C=C(C(=O)O2)C(=O)C)C(=C1C(=O)OC)O,139267063
LMWDB003779,SCHEMBL21155380,CCCCCC1=CC2=C(C=CC(O2)(C)CCC=C)C(=C1C(=O)O)O,139310392
